asset_id,guidex,guidey
CF01_01L,457,367
CF01_01M,258,325
CF01_01S,198,311
CF01_02L,457,367
CF01_02M,258,325
CF01_02S,198,311
CF01_03L,457,367
CF01_03M,258,325
CF01_03S,198,311
CF01_04L,457,367
CF01_04M,258,325
CF01_04S,198,311
CF01_05L,522,388
CF01_05M,295,338
CF01_05S,226,320
CF01_06L,522,388
CF01_06M,295,338
CF01_06S,226,320
CF01_07L,457,367
CF01_07M,258,325
CF01_07S,198,311
CF01_08L,457,367
CF01_08M,258,325
CF01_08S,198,311
CF01_09L,522,388
CF01_09M,295,338
CF01_09S,226,320
CF01_10L,522,388
CF01_10M,295,338
CF01_10S,226,320
CF02_01L,457,367
CF02_01M,258,325
CF02_01S,198,311
CF02_02L,457,367
CF02_02M,258,325
CF02_02S,198,311
CF02_03L,457,367
CF02_03M,258,325
CF02_03S,198,311
CF02_04L,457,367
CF02_04M,258,325
CF02_04S,198,311
CF02_05L,522,388
CF02_05M,295,338
CF02_05S,226,320
CF02_06L,522,388
CF02_06M,295,338
CF02_06S,226,320
CF02_07L,457,367
CF02_07M,258,325
CF02_07S,198,311
CF02_08L,457,367
CF02_08M,258,325
CF02_08S,198,311
CF02_09L,522,388
CF02_09M,295,338
CF02_09S,226,320
CF02_10L,522,388
CF02_10M,295,338
CF02_10S,226,320
CF03_01L,457,367
CF03_01M,258,325
CF03_01S,198,311
CF03_02L,457,367
CF03_02M,258,325
CF03_02S,198,311
CF03_03L,457,367
CF03_03M,258,325
CF03_03S,198,311
CF03_04L,457,367
CF03_04M,258,325
CF03_04S,198,311
CF03_05L,522,388
CF03_05M,295,338
CF03_05S,226,320
CF03_06L,522,388
CF03_06M,295,338
CF03_06S,226,320
CF03_07L,457,367
CF03_07M,258,325
CF03_07S,198,311
CF03_08L,457,367
CF03_08M,258,325
CF03_08S,198,311
CF03_09L,522,388
CF03_09M,295,338
CF03_09S,226,320
CF03_10L,522,388
CF03_10M,295,338
CF03_10S,226,320
CF04_01L,457,367
CF04_01M,258,325
CF04_01S,198,311
CF04_02L,457,367
CF04_02M,258,325
CF04_02S,198,311
CF04_03L,457,367
CF04_03M,258,325
CF04_03S,198,311
CF04_04L,457,367
CF04_04M,258,325
CF04_04S,198,311
CF04_05L,522,388
CF04_05M,295,338
CF04_05S,226,320
CF04_06L,522,388
CF04_06M,295,338
CF04_06S,226,320
CF04_07L,457,367
CF04_07M,258,325
CF04_07S,198,311
CF04_08L,457,367
CF04_08M,258,325
CF04_08S,198,311
CF04_09L,522,388
CF04_09M,295,338
CF04_09S,226,320
CF04_10L,522,388
CF04_10M,295,338
CF04_10S,226,320
CF05_01L,457,367
CF05_01M,258,325
CF05_01S,198,311
CF05_02L,457,367
CF05_02M,258,325
CF05_02S,198,311
CF05_03L,457,367
CF05_03M,258,325
CF05_03S,198,311
CF05_04L,457,367
CF05_04M,258,325
CF05_04S,198,311
CF05_05L,522,388
CF05_05M,295,338
CF05_05S,226,320
CF05_06L,522,388
CF05_06M,295,338
CF05_06S,226,320
CF05_07L,457,367
CF05_07M,258,325
CF05_07S,198,311
CF05_08L,457,367
CF05_08M,258,325
CF05_08S,198,311
CF05_09L,522,388
CF05_09M,295,338
CF05_09S,226,320
CF05_10L,522,388
CF05_10M,295,338
CF05_10S,226,320
CF06_01L,457,367
CF06_01M,258,325
CF06_01S,198,311
CF06_02L,457,367
CF06_02M,258,325
CF06_02S,198,311
CF06_03L,457,367
CF06_03M,258,325
CF06_03S,198,311
CF06_04L,457,367
CF06_04M,258,325
CF06_04S,198,311
CF06_05L,522,388
CF06_05M,295,338
CF06_05S,226,320
CF06_06L,522,388
CF06_06M,295,338
CF06_06S,226,320
CF06_07L,457,367
CF06_07M,258,325
CF06_07S,198,311
CF06_08L,457,367
CF06_08M,258,325
CF06_08S,198,311
CF06_09L,522,388
CF06_09M,295,338
CF06_09S,226,320
CF06_10L,522,388
CF06_10M,295,338
CF06_10S,226,320
CF10_01L,73,89
CF10_02L,73,89
CF10_03L,73,89
CF10_04L,73,89
CG01_01L,493,394
CG01_01M,269,284
CG01_01S,187,265
CG01_02L,493,394
CG01_02M,269,284
CG01_02S,187,265
CG01_03L,493,394
CG01_03M,269,284
CG01_03S,187,265
CG01_04L,493,394
CG01_04M,269,284
CG01_04S,187,265
CG01_05L,493,394
CG01_05M,269,284
CG01_05S,187,265
CG01_06L,493,394
CG01_06M,269,284
CG01_06S,187,265
CG01_07L,493,394
CG01_07M,269,284
CG01_07S,187,265
CG01_08L,493,394
CG01_08M,269,284
CG01_08S,187,265
CG02_01L,493,394
CG02_01M,269,284
CG02_01S,187,265
CG02_02L,493,394
CG02_02M,269,284
CG02_02S,187,265
CG02_03L,493,394
CG02_03M,269,284
CG02_03S,187,265
CG02_04L,493,394
CG02_04M,269,284
CG02_04S,187,265
CG02_05L,493,394
CG02_05M,269,284
CG02_05S,187,265
CG02_06L,493,394
CG02_06M,269,284
CG02_06S,187,265
CG02_07L,493,394
CG02_07M,269,284
CG02_07S,187,265
CG02_08L,493,394
CG02_08M,269,284
CG02_08S,187,265
CG03_01L,493,394
CG03_01M,269,284
CG03_01S,187,265
CG03_02L,493,394
CG03_02M,269,284
CG03_02S,187,265
CG03_03L,493,394
CG03_03M,269,284
CG03_03S,187,265
CG03_04L,493,394
CG03_04M,269,284
CG03_04S,187,265
CG03_05L,493,394
CG03_05M,269,284
CG03_05S,187,265
CG03_06L,493,394
CG03_06M,269,284
CG03_06S,187,265
CG03_07L,493,394
CG03_07M,269,284
CG03_07S,187,265
CG03_08L,493,394
CG03_08M,269,284
CG03_08S,187,265
CH01_01L,294,317
CH01_01M,183,234
CH01_01S,131,219
CH01_02L,294,317
CH01_02M,183,234
CH01_02S,131,219
CH01_03L,294,317
CH01_03M,183,234
CH01_03S,131,219
CH01_04L,294,317
CH01_04M,183,234
CH01_04S,131,219
CH01_05L,294,317
CH01_05M,183,234
CH01_05S,131,219
CH01_06L,294,317
CH01_06M,183,234
CH01_06S,131,219
CH01_07L,294,317
CH01_07M,183,234
CH01_07S,131,219
CH01_08L,294,317
CH01_08M,183,234
CH01_08S,131,219
CH01_09L,294,317
CH01_09M,183,234
CH01_09S,131,219
CH01_10L,294,317
CH01_10M,183,234
CH01_10S,131,219
CH01_11L,294,317
CH01_11M,183,234
CH01_11S,131,219
CH02_01L,294,317
CH02_01M,183,234
CH02_01S,131,219
CH02_02L,294,317
CH02_02M,183,234
CH02_02S,131,219
CH02_03L,294,317
CH02_03M,183,234
CH02_03S,131,219
CH02_04L,294,317
CH02_04M,183,234
CH02_04S,131,219
CH02_05L,294,317
CH02_05M,183,234
CH02_05S,131,219
CH02_06L,294,317
CH02_06M,183,234
CH02_06S,131,219
CH02_07L,294,317
CH02_07M,183,234
CH02_07S,131,219
CH02_08L,294,317
CH02_08M,183,234
CH02_08S,131,219
CH02_09L,294,317
CH02_09M,183,234
CH02_09S,131,219
CH02_10L,294,317
CH02_10M,183,234
CH02_10S,131,219
CH02_11L,294,317
CH02_11M,183,234
CH02_11S,131,219
CH04_01L,294,317
CH04_01M,183,234
CH04_01S,131,219
CH04_02L,294,317
CH04_02M,183,234
CH04_02S,131,219
CH04_03L,294,317
CH04_03M,183,234
CH04_03S,131,219
CH04_04L,294,317
CH04_04M,183,234
CH04_04S,131,219
CH04_05L,294,317
CH04_05M,183,234
CH04_05S,131,219
CH04_06L,294,317
CH04_06M,183,234
CH04_06S,131,219
CH04_07L,294,317
CH04_07M,183,234
CH04_07S,131,219
CH04_08L,294,317
CH04_08M,183,234
CH04_08S,131,219
CH04_09L,294,317
CH04_09M,183,234
CH04_09S,131,219
CH04_10L,294,317
CH04_10M,183,234
CH04_10S,131,219
CH04_11L,294,317
CH04_11M,183,234
CH04_11S,131,219
CH05_01L,294,317
CH05_01M,183,234
CH05_01S,131,219
CH05_02L,294,317
CH05_02M,183,234
CH05_02S,131,219
CH05_03L,294,317
CH05_03M,183,234
CH05_03S,131,219
CH05_04L,294,317
CH05_04M,183,234
CH05_04S,131,219
CH05_05L,294,317
CH05_05M,183,234
CH05_05S,131,219
CH05_06L,294,317
CH05_06M,183,234
CH05_06S,131,219
CH05_07L,294,317
CH05_07M,183,234
CH05_07S,131,219
CH05_08L,294,317
CH05_08M,183,234
CH05_08S,131,219
CH05_09L,294,317
CH05_09M,183,234
CH05_09S,131,219
CH05_10L,294,317
CH05_10M,183,234
CH05_10S,131,219
CH05_11L,294,317
CH05_11M,183,234
CH05_11S,131,219
CH06_01L,294,317
CH06_01M,183,234
CH06_01S,131,219
CH06_02L,294,317
CH06_02M,183,234
CH06_02S,131,219
CH06_03L,294,317
CH06_03M,183,234
CH06_03S,131,219
CH06_04L,294,317
CH06_04M,183,234
CH06_04S,131,219
CH06_05L,294,317
CH06_05M,183,234
CH06_05S,131,219
CH06_06L,294,317
CH06_06M,183,234
CH06_06S,131,219
CH06_07L,294,317
CH06_07M,183,234
CH06_07S,131,219
CH06_08L,294,317
CH06_08M,183,234
CH06_08S,131,219
CH06_09L,294,317
CH06_09M,183,234
CH06_09S,131,219
CH06_10L,294,317
CH06_10M,183,234
CH06_10S,131,219
CH06_11L,294,317
CH06_11M,183,234
CH06_11S,131,219
CH07_01L,294,317
CH07_01M,183,234
CH07_01S,131,219
CH07_02L,294,317
CH07_02M,183,234
CH07_02S,131,219
CH07_03L,294,317
CH07_03M,183,234
CH07_03S,131,219
CH07_04L,294,317
CH07_04M,183,234
CH07_04S,131,219
CH07_05L,294,317
CH07_05M,183,234
CH07_05S,131,219
CH07_06L,294,317
CH07_06M,183,234
CH07_06S,131,219
CH07_07L,294,317
CH07_07M,183,234
CH07_07S,131,219
CH07_08L,294,317
CH07_08M,183,234
CH07_08S,131,219
CH07_09L,294,317
CH07_09M,183,234
CH07_09S,131,219
CH07_10L,294,317
CH07_10M,183,234
CH07_10S,131,219
CH07_11L,294,317
CH07_11M,183,234
CH07_11S,131,219
CJ01_01L,348,383
CJ01_01M,217,343
CJ01_01S,162,316
CJ01_02L,348,383
CJ01_02M,217,343
CJ01_02S,162,316
CJ01_03L,348,383
CJ01_03M,217,343
CJ01_03S,162,316
CK01_01L,426,361
CK01_01M,312,337
CK01_01S,240,314
CK01_02L,426,361
CK01_02M,312,337
CK01_02S,240,314
CK01_03L,426,361
CK01_03M,312,337
CK01_03S,240,314
CK01_04L,426,361
CK01_04M,312,337
CK01_04S,240,314
